MatchId;Home midfield;Away midfield;Home Right Defence;Away Right Defence;Home Central Defence;Away Central Defence;Home Left Defence;Away Left Defence;Home Right Attack;Away Right Attack;Home Central Attack;Away Central Attack;Home Left Attack;Away Left Attack;Home Indirect Defence;Away Indirect Defence;Home Indirect Attack;Away Indirect Attack;Home Attitude;Away Attitude;Home Tactic;Away Tactic;Home Tactic Level;Away Tactic Level;Home Goals;Away Goals
631160841;19;23;22;23;24;33;18;22;18;11;19;15;13;13;19;27;16;19;(Hidden);(Hidden);Attack on wings;Normal;11;(no tactic);1;1
631160842;13;4;15;5;21;6;11;4;21;5;26;5;26;4;17;6;15;7;(Hidden);(Hidden);Play creatively;Normal;13;(no tactic);11;0
631160843;9;18;33;14;41;23;37;16;13;11;10;31;17;17;24;18;15;19;(Hidden);(Hidden);Counter-attacks;Normal;13;(no tactic);3;0
631160844;16;20;12;46;18;39;11;47;12;23;13;23;11;24;11;23;10;17;(Hidden);(Hidden);Long shots;Normal;2;(no tactic);0;4
631160845;21;11;14;15;24;26;17;14;11;18;30;25;17;14;18;17;18;15;(Hidden);(Hidden);Normal;Play creatively;(no tactic);12;0;0
631160846;14;7;16;31;13;37;14;34;13;13;15;9;15;17;12;24;10;15;(Hidden);(Hidden);Normal;Counter-attacks;(no tactic);12;0;1
631160847;4;13;5;22;6;19;4;20;5;10;5;10;4;11;6;17;7;13;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);0;8
631160848;25;15;50;22;47;22;48;18;24;19;24;20;28;13;24;17;17;15;(Hidden);(Hidden);Normal;Attack on wings;(no tactic);12;6;1
631160849;19;11;22;18;21;13;15;15;11;12;12;10;10;13;16;12;12;8;(Hidden);(Hidden);Attack on wings;Normal;11;(no tactic);5;0
631160850;22;18;29;14;35;22;29;17;10;11;9;31;9;18;23;19;19;19;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);2;2
631160851;8;4;41;5;47;6;42;4;10;5;8;5;12;4;24;6;15;7;(Hidden);(Hidden);Counter-attacks;Normal;12;(no tactic);10;0
631160852;12;23;16;34;28;40;17;46;19;25;28;26;14;26;18;23;16;18;(Hidden);(Hidden);Play creatively;Normal;13;(no tactic);0;5
631160853;8;8;30;14;37;24;34;16;14;18;11;22;19;11;24;16;15;14;(Hidden);(Hidden);Counter-attacks;Play creatively;13;11;1;0
631160854;4;17;5;27;7;36;4;24;5;11;5;14;4;12;6;17;8;14;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);0;9
631160855;16;18;14;34;18;29;16;29;11;14;12;16;10;16;13;26;10;18;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);1;1
631160856;27;19;44;14;43;23;47;17;23;11;25;31;25;19;24;19;18;20;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);5;0
631160857;11;14;14;16;23;14;16;19;18;11;27;13;15;13;16;14;16;11;(Hidden);(Hidden);Play creatively;Normal;12;(no tactic);3;1
631160858;20;7;19;33;18;40;13;36;14;14;15;11;12;19;16;25;12;16;(Hidden);(Hidden);Attack on wings;Counter-attacks;11;13;0;0
631160859;22;4;12;5;23;7;18;5;11;5;31;5;19;5;20;7;22;8;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);11;0
631160860;26;23;35;39;31;40;31;41;15;27;19;29;19;28;28;24;20;18;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);0;1
631160861;28;12;27;33;32;37;28;33;23;16;17;39;25;17;28;18;22;20;(Hidden);(Hidden);Play creatively;Normal;13;(no tactic);2;2
631160862;4;17;4;18;6;33;6;20;6;15;7;16;7;12;6;18;7;17;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);0;8
631160863;6;16;7;16;9;27;7;17;4;12;6;21;5;12;9;19;9;21;(Hidden);(Hidden);Normal;Counter-attacks;(no tactic);6;0;8
631160864;4;3;7;5;6;5;5;3;4;5;6;6;5;5;6;6;7;7;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);4;0
631160865;22;23;15;27;29;32;19;28;20;25;22;20;19;27;19;29;18;22;(Hidden);(Hidden);Normal;Play creatively;(no tactic);13;1;2
631160866;17;3;39;6;45;6;40;4;13;5;32;7;14;6;18;6;21;8;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);9;0
631160867;14;4;14;4;20;6;14;6;13;6;23;7;16;6;18;6;20;7;(Hidden);(Hidden);Counter-attacks;Normal;5;(no tactic);7;0
631160868;4;5;5;8;5;11;3;8;4;4;5;5;5;5;6;9;6;9;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);0;5
631160869;26;3;38;5;40;5;32;3;16;4;13;5;18;5;28;6;22;6;(Hidden);(Hidden);Play creatively;Normal;13;(no tactic);10;0
631160870;4;5;4;8;6;10;6;8;5;4;7;6;6;6;6;9;7;9;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);1;4
631160871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);5;0
631160872;4;13;6;15;6;21;4;15;5;12;7;22;5;15;6;19;8;21;(Hidden);(Hidden);Normal;Counter-attacks;(no tactic);5;0;8
631160873;18;22;13;28;21;35;15;32;26;27;48;18;28;25;21;27;22;20;(Hidden);(Hidden);Counter-attacks;Counter-attacks;5;11;2;5
631160874;18;3;39;4;44;6;39;6;14;6;34;7;15;6;19;6;22;7;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);8;0
631160875;6;3;8;6;10;6;8;4;4;4;6;7;6;5;9;6;9;7;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);3;1
631160876;4;17;5;20;5;37;3;23;4;11;5;13;5;12;6;18;6;16;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);0;8
631160877;10;3;17;6;21;6;19;5;15;5;17;7;17;5;19;6;17;7;(Hidden);(Hidden);Counter-attacks;Normal;9;(no tactic);8;0
631160878;22;5;16;8;33;10;18;8;13;4;14;6;13;6;22;9;16;9;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);7;0
631160879;4;3;4;6;6;5;7;3;5;4;6;5;6;5;6;6;7;6;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);5;1
631160880;27;15;35;9;38;19;32;12;18;23;42;43;18;26;19;23;21;22;(Hidden);(Hidden);Normal;Counter-attacks;(no tactic);5;7;1
631160881;6;7;7;15;8;19;8;16;4;15;6;19;5;18;8;19;9;17;(Hidden);(Hidden);Normal;Counter-attacks;(no tactic);8;0;6
631160882;4;3;6;4;6;5;4;6;4;6;7;7;5;6;6;6;7;7;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);4;3
631160883;18;16;13;17;23;31;17;18;21;17;40;18;24;16;23;18;23;16;(Hidden);(Hidden);Counter-attacks;Normal;5;(no tactic);3;0
631160884;4;13;5;44;5;44;3;28;4;13;5;30;5;12;6;17;6;20;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);0;12
631160885;20;3;35;4;39;6;35;6;15;6;12;7;17;6;26;6;19;7;(Hidden);(Hidden);Play creatively;Normal;13;(no tactic);11;0
631160886;18;5;36;8;40;10;34;8;15;4;35;6;16;5;18;9;21;9;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);10;0
631160887;18;3;19;6;35;6;20;4;13;5;13;7;10;5;18;6;16;7;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);5;0
631160888;18;4;18;5;29;5;18;3;17;4;32;4;20;5;24;6;22;6;(Hidden);(Hidden);Counter-attacks;Normal;5;(no tactic);8;0
631160889;4;15;5;22;5;35;3;22;4;14;5;28;5;17;6;24;6;22;(Hidden);(Hidden);Normal;Counter-attacks;(no tactic);5;0;11
631160890;4;16;6;21;6;38;4;23;5;10;7;12;5;11;6;18;7;16;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);0;9
631160891;6;18;8;27;10;33;8;30;4;14;5;31;5;14;9;19;9;22;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);0;8
631160892;4;16;4;37;6;41;6;37;5;16;6;15;6;17;6;28;7;22;(Hidden);(Hidden);Normal;Play creatively;(no tactic);14;0;12
631160893;23;3;28;5;34;5;31;3;15;4;33;5;15;5;19;6;23;6;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);9;0
631160894;19;16;17;18;30;28;18;17;18;25;18;49;16;30;18;24;16;23;(Hidden);(Hidden);Normal;Counter-attacks;(no tactic);5;2;2
631160895;4;3;5;6;7;6;7;4;4;4;5;7;5;5;6;6;7;7;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);6;1
631160896;14;5;27;8;34;10;32;8;22;4;17;5;24;5;27;9;20;9;(Hidden);(Hidden);Play creatively;Normal;13;(no tactic);5;0
631160897;19;23;19;35;29;39;17;37;22;19;41;41;38;19;24;19;23;23;(Hidden);(Hidden);Counter-attacks;Normal;7;(no tactic);1;5
631160898;4;3;6;4;6;6;4;6;4;6;5;7;5;6;6;6;6;7;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);2;2
631160899;6;15;8;21;10;34;8;18;4;14;6;14;5;10;9;17;9;15;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);0;6
631160900;4;20;6;31;6;40;4;37;5;17;7;13;5;18;6;27;7;21;(Hidden);(Hidden);Normal;Play creatively;(no tactic);13;0;10
631160901;20;3;20;5;35;5;19;3;11;4;11;5;8;5;22;6;15;6;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);9;0
631160902;4;5;6;8;6;10;4;8;4;4;6;6;5;5;6;9;7;9;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);3;4
631160903;4;18;4;44;6;49;6;43;6;15;7;32;6;14;6;20;7;24;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);0;10
631160904;22;16;25;20;34;29;30;17;24;22;18;40;25;36;28;24;21;24;(Hidden);(Hidden);Play creatively;Counter-attacks;13;7;4;3
631160905;16;3;22;6;31;6;20;4;19;5;33;7;21;5;24;6;23;7;(Hidden);(Hidden);Counter-attacks;Normal;6;(no tactic);10;0
631160906;26;16;42;18;46;30;40;17;15;17;38;18;16;15;20;18;23;16;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);5;0
631160907;6;3;8;4;10;6;8;6;4;5;5;6;5;6;9;6;9;7;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);5;2
631160908;4;13;5;29;5;38;3;34;4;20;5;14;5;19;6;28;6;21;(Hidden);(Hidden);Normal;Play creatively;(no tactic);14;0;10
631160909;6;3;9;5;11;5;9;3;4;4;5;5;5;5;9;6;10;6;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);6;1
631160910;4;17;4;24;6;36;7;21;6;17;7;30;6;28;6;24;7;23;(Hidden);(Hidden);Normal;Counter-attacks;(no tactic);7;0;9
631160911;4;17;7;41;6;47;4;42;4;18;7;39;5;19;6;21;7;22;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);0;5
631160912;23;16;26;17;35;29;30;16;29;17;19;17;25;14;29;18;23;16;(Hidden);(Hidden);Play creatively;Normal;14;(no tactic);2;0
631160913;3;3;5;6;5;6;4;4;4;5;5;7;4;5;6;6;7;7;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);4;6
631160914;19;5;20;8;30;10;17;8;24;4;44;6;39;6;25;9;24;9;(Hidden);(Hidden);Counter-attacks;Normal;7;(no tactic);9;0
631160915;19;3;18;4;31;6;18;6;17;5;18;6;15;6;19;6;17;7;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);9;0
631160916;28;19;35;23;40;32;34;28;21;27;46;17;23;23;19;27;21;21;(Hidden);(Hidden);Pressing;Play creatively;6;14;4;0
631160917;19;21;22;34;35;56;21;37;17;16;18;36;18;18;22;22;18;21;(Hidden);(Hidden);Normal;Play creatively;(no tactic);16;0;0
631160918;16;12;13;30;24;34;15;34;10;15;17;31;12;24;17;25;14;25;(Hidden);(Hidden);Play creatively;Counter-attacks;7;10;0;3
631160919;12;7;32;14;33;14;41;14;28;15;9;25;23;14;21;16;19;17;(Hidden);(Hidden);Attack on wings;Attack on wings;15;12;7;0
631160920;13;17;38;20;47;34;36;20;23;14;14;18;22;14;27;20;19;18;(Hidden);(Hidden);Counter-attacks;Normal;13;(no tactic);3;0
631160921;22;11;39;25;63;26;41;32;12;41;27;13;13;34;21;21;20;18;(Hidden);(Hidden);Play creatively;Attack on wings;14;15;5;0
631160922;7;16;14;14;13;23;13;18;14;9;25;15;11;11;16;17;17;14;(Hidden);(Hidden);Attack on wings;Attack on wings;12;8;1;3
631160923;22;14;21;48;25;55;24;44;18;16;34;11;26;16;25;28;26;19;(Hidden);(Hidden);Play creatively;Counter-attacks;10;16;2;0
631160924;26;13;47;36;47;43;43;44;20;6;20;11;20;28;30;28;23;20;(Hidden);(Hidden);Attack on wings;Counter-attacks;16;13;0;0
631160925;19;5;21;13;33;13;22;13;13;11;14;17;12;9;21;15;18;15;(Hidden);(Hidden);Normal;Attack on wings;(no tactic);11;4;0
631160926;16;15;50;17;59;23;48;16;21;10;19;16;21;12;31;17;22;14;(Hidden);(Hidden);Counter-attacks;Attack on wings;16;8;0;0
631160927;29;11;40;43;38;62;38;50;25;24;32;25;25;21;30;24;24;21;(Hidden);(Hidden);Attack in the Middle;Play creatively;14;15;1;0
631160928;17;14;34;27;26;22;38;29;41;23;13;35;39;24;22;26;19;27;(Hidden);(Hidden);Attack on wings;Normal;16;(no tactic);4;4
631160929;19;14;26;21;26;32;21;22;26;15;33;15;18;12;24;21;26;17;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);3;1
631160930;12;16;42;38;62;55;50;49;20;12;39;25;19;25;25;28;22;23;(Hidden);(Hidden);Counter-attacks;Counter-attacks;11;16;2;3
631160931;18;16;15;31;21;25;15;31;9;44;12;17;11;30;17;20;13;18;(Hidden);(Hidden);Attack on wings;Attack on wings;9;17;1;2
631160932;6;10;13;23;13;37;12;26;12;17;19;25;9;18;15;31;16;21;(Hidden);(Hidden);Attack on wings;Play creatively;11;9;0;5
631160933;24;13;26;34;38;30;25;39;17;30;19;20;14;32;22;21;19;18;(Hidden);(Hidden);Normal;Attack on wings;(no tactic);16;1;2
631160934;24;12;37;13;55;25;37;23;28;6;25;8;30;12;33;16;24;13;(Hidden);(Hidden);Pressing;Counter-attacks;8;7;5;0
631160935;10;4;36;14;47;12;46;12;16;12;16;16;15;8;30;14;20;14;(Hidden);(Hidden);Counter-attacks;Attack on wings;13;10;5;0
631160936;14;17;16;28;12;27;15;22;15;23;26;30;14;16;12;24;16;26;(Hidden);(Hidden);Play creatively;Normal;10;(no tactic);2;6
631160937;29;19;21;27;32;38;21;25;15;16;21;20;17;15;22;23;18;19;(Hidden);(Hidden);Attack on wings;Normal;11;(no tactic);0;0
631160938;15;13;33;36;29;48;38;49;32;18;20;18;32;18;22;29;19;21;(Hidden);(Hidden);Attack on wings;Normal;17;(no tactic);4;0
631160939;22;27;20;29;16;54;23;29;25;23;27;38;33;23;23;33;25;24;(Hidden);(Hidden);Attack on wings;Attack in the Middle;12;16;2;6
631160940;7;13;13;9;14;16;15;10;14;13;24;31;11;14;16;13;17;16;(Hidden);(Hidden);Attack on wings;Attack in the Middle;12;13;1;7
631160941;19;13;25;37;36;48;23;47;13;18;18;17;16;16;22;30;19;21;(Hidden);(Hidden);Normal;Counter-attacks;(no tactic);12;0;1
631160942;15;27;10;23;16;34;10;22;15;15;36;21;15;17;14;23;17;19;(Hidden);(Hidden);Attack in the Middle;Attack on wings;14;11;1;8
631160943;21;10;45;32;44;29;43;38;24;35;33;20;24;36;33;22;24;18;(Hidden);(Hidden);Attack in the Middle;Attack on wings;17;17;5;0
631160944;17;5;33;14;33;14;33;16;11;11;26;17;20;8;24;15;25;15;(Hidden);(Hidden);Normal;Attack on wings;(no tactic);11;7;0
631160945;7;13;13;40;15;37;18;36;14;18;25;23;12;10;16;26;18;26;(Hidden);(Hidden);Attack on wings;Normal;12;(no tactic);0;8
631160946;13;13;31;59;28;52;37;57;29;20;11;35;23;20;21;34;17;25;(Hidden);(Hidden);Attack on wings;Counter-attacks;16;16;0;2
631160947;29;13;24;17;34;26;21;16;16;11;23;27;17;12;23;15;20;16;(Hidden);(Hidden);Attack on wings;Attack in the Middle;11;13;4;0
631160948;16;16;39;23;51;35;49;22;18;13;17;20;17;18;31;22;21;18;(Hidden);(Hidden);Counter-attacks;Normal;13;(no tactic);2;0
631160949;16;7;19;13;24;15;14;19;14;14;32;28;15;14;15;17;18;19;(Hidden);(Hidden);Attack in the Middle;Attack on wings;15;13;8;0
631160950;18;7;57;34;58;38;59;39;31;12;17;26;33;42;36;28;24;27;(Hidden);(Hidden);Counter-attacks;Counter-attacks;18;12;2;0
631160951;16;12;45;33;49;31;40;39;19;25;17;11;17;32;31;23;21;18;(Hidden);(Hidden);Counter-attacks;Attack on wings;13;15;3;0
631160952;24;24;35;20;33;29;28;17;12;18;11;26;14;19;22;21;18;19;(Hidden);(Hidden);Normal;Attack on wings;(no tactic);11;0;2
631160953;22;15;23;19;35;27;25;17;15;16;35;39;19;17;25;16;28;19;(Hidden);(Hidden);Normal;Attack in the Middle;(no tactic);15;5;1
631160954;7;12;14;47;14;51;19;41;15;18;30;16;15;16;17;31;19;22;(Hidden);(Hidden);Attack on wings;Counter-attacks;14;14;2;5
631160955;32;11;19;47;27;56;16;50;15;29;19;19;16;32;20;34;18;24;(Hidden);(Hidden);Attack on wings;Counter-attacks;11;17;1;1
631160956;11;17;27;35;21;36;26;30;22;12;8;12;28;16;20;23;16;18;(Hidden);(Hidden);Attack on wings;Normal;12;(no tactic);2;4
631160957;16;6;56;13;63;14;56;18;15;16;28;32;15;16;34;17;24;20;(Hidden);(Hidden);Play creatively;Attack on wings;11;15;6;0
631160958;16;20;36;26;33;24;39;25;25;18;16;25;40;20;22;22;18;19;(Hidden);(Hidden);Attack on wings;Attack on wings;17;11;1;1
631160959;20;16;49;20;57;32;43;18;24;13;25;26;13;14;31;16;23;18;(Hidden);(Hidden);Counter-attacks;Attack in the Middle;16;15;5;1
631160960;17;22;24;28;37;30;27;25;15;32;19;35;13;17;21;25;18;28;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);1;4
631160961;19;13;26;37;31;33;22;38;25;27;34;17;16;42;26;22;27;19;(Hidden);(Hidden);Attack in the Middle;Attack on wings;12;16;2;3
631160962;17;16;27;57;22;74;23;60;17;28;30;18;16;29;16;37;16;26;(Hidden);(Hidden);Attack in the Middle;Counter-attacks;14;19;0;3
631160963;26;17;28;46;24;52;26;39;20;28;27;29;21;15;23;29;21;23;(Hidden);(Hidden);Attack on wings;Counter-attacks;11;16;1;2
631160964;7;11;13;29;13;44;17;30;17;14;31;19;15;18;17;24;19;20;(Hidden);(Hidden);Attack on wings;Normal;14;(no tactic);0;3
631160965;23;6;36;12;31;13;32;17;14;13;19;22;15;12;23;16;21;17;(Hidden);(Hidden);Attack on wings;Attack on wings;12;14;5;0
631160966;19;16;49;25;54;36;41;35;24;15;23;37;13;15;28;25;20;27;(Hidden);(Hidden);Counter-attacks;Play creatively;15;10;1;0
631160967;16;15;38;17;35;26;40;17;41;16;15;26;33;12;23;17;19;18;(Hidden);(Hidden);Attack on wings;Attack in the Middle;17;15;4;3
631160968;16;25;28;41;42;54;28;40;15;28;20;28;18;29;24;35;21;25;(Hidden);(Hidden);Normal;Attack on wings;(no tactic);18;0;5
631160969;7;14;12;37;13;35;18;40;17;35;32;15;15;34;17;23;19;19;(Hidden);(Hidden);Attack on wings;Attack on wings;14;17;0;6
631160970;23;26;24;30;25;25;27;26;33;20;37;26;19;21;24;23;26;21;(Hidden);(Hidden);Normal;Attack on wings;(no tactic);12;3;3
631160971;11;16;16;51;28;58;19;43;15;27;24;28;18;15;30;32;19;24;(Hidden);(Hidden);Play creatively;Counter-attacks;9;16;0;6
631160972;18;17;15;37;23;44;12;36;13;11;26;9;12;9;21;23;19;18;(Hidden);(Hidden);Attack in the Middle;Normal;15;(no tactic);0;0
631160973;5;17;6;20;6;43;6;18;5;22;6;23;5;25;7;22;7;19;(Hidden);(Hidden);Normal;Attack in the Middle;(no tactic);17;0;9
631160974;5;6;6;32;7;41;5;32;5;8;6;14;7;8;8;20;9;14;(Hidden);(Hidden);Normal;Counter-attacks;(no tactic);12;0;4
631160975;6;5;5;6;4;8;4;8;9;6;9;8;7;6;5;9;7;9;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);4;3
631160976;5;7;8;33;9;53;8;47;4;9;4;5;4;8;8;20;7;12;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);0;4
631160977;7;4;33;6;42;6;32;6;7;5;12;6;7;5;20;7;13;7;(Hidden);(Hidden);Counter-attacks;Normal;12;(no tactic);6;0
631160978;12;5;18;8;42;9;17;8;22;5;22;4;23;5;19;8;13;7;(Hidden);(Hidden);Attack in the Middle;Normal;12;(no tactic);8;0
631160979;6;5;6;6;10;7;9;5;6;5;7;5;6;7;9;8;9;9;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);5;0
631160980;19;5;50;5;65;4;60;4;9;10;20;9;18;7;27;5;19;7;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);11;0
631160981;5;18;6;46;6;50;6;55;5;10;6;22;5;21;7;27;7;19;(Hidden);(Hidden);Normal;Attack on wings;(no tactic);18;0;9
631160982;5;5;7;5;7;4;5;4;5;8;5;7;7;6;9;5;10;7;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);2;3
631160983;7;18;30;20;37;44;28;19;8;28;14;35;8;29;20;22;13;22;(Hidden);(Hidden);Counter-attacks;Attack in the Middle;12;18;0;6
631160984;5;5;8;6;9;8;8;8;5;7;4;8;5;6;8;9;7;9;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);2;1
631160985;5;4;6;6;9;6;8;6;6;5;7;6;5;5;9;7;9;7;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);4;0
631160986;17;4;21;6;46;7;20;5;20;5;25;5;21;7;19;8;19;9;(Hidden);(Hidden);Attack in the Middle;Normal;17;(no tactic);11;0
631160987;6;4;5;8;4;9;4;8;9;5;9;4;7;5;6;8;7;7;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);2;1
631160988;23;6;44;29;44;36;46;27;24;7;29;12;27;7;27;20;19;13;(Hidden);(Hidden);Attack on wings;Counter-attacks;17;12;4;0
631160989;5;4;6;8;6;9;5;8;5;5;6;4;5;5;7;8;7;7;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);3;1
631160990;7;5;35;5;44;4;35;4;6;9;9;9;6;7;20;6;13;7;(Hidden);(Hidden);Counter-attacks;Normal;13;(no tactic);7;1
631160991;5;17;6;48;6;53;5;59;5;11;6;23;7;21;8;27;10;19;(Hidden);(Hidden);Normal;Attack on wings;(no tactic);17;0;8
631160992;19;5;19;6;45;9;18;8;23;6;24;8;21;6;20;9;17;9;(Hidden);(Hidden);Attack in the Middle;Normal;16;(no tactic);9;0
631160993;6;4;5;6;4;6;4;6;9;6;9;6;7;6;5;7;7;7;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);5;3
631160994;5;4;8;6;9;7;8;5;5;5;4;5;5;6;8;8;7;9;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);3;2
631160995;5;6;6;32;8;41;8;31;6;8;7;13;5;8;9;20;9;13;(Hidden);(Hidden);Normal;Counter-attacks;(no tactic);13;0;3
631160996;24;22;46;18;56;40;43;17;24;32;27;38;22;36;29;23;19;21;(Hidden);(Hidden);Pressing;Attack in the Middle;8;18;2;0
631160997;5;5;6;6;6;7;6;5;6;5;6;5;6;6;7;8;7;9;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);3;1
631160998;22;5;22;5;51;4;22;4;19;10;22;9;23;8;22;6;21;7;(Hidden);(Hidden);Attack in the Middle;Normal;16;(no tactic);9;0
631160999;8;4;36;8;46;9;34;8;8;5;13;4;7;5;21;8;14;7;(Hidden);(Hidden);Counter-attacks;Normal;13;(no tactic);5;0
631161000;5;16;6;46;8;55;8;57;6;8;7;17;6;17;9;27;9;18;(Hidden);(Hidden);Normal;Attack on wings;(no tactic);17;0;8
631161001;23;5;53;6;65;9;63;8;10;6;20;8;20;6;31;9;19;9;(Hidden);(Hidden);Attack on wings;Normal;20;(no tactic);7;0
631161002;5;7;8;35;8;45;7;33;5;8;4;14;5;8;8;22;7;14;(Hidden);(Hidden);Normal;Counter-attacks;(no tactic);13;0;4
631161003;6;22;5;21;4;49;4;21;9;22;8;26;7;25;5;22;7;20;(Hidden);(Hidden);Normal;Attack in the Middle;(no tactic);17;0;11
631161004;6;4;6;6;6;6;5;6;5;6;5;6;7;6;8;7;10;7;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);2;1
631161005;29;22;18;44;41;61;17;50;38;14;47;22;38;24;29;31;22;20;(Hidden);(Hidden);Attack in the Middle;Pressing;17;8;4;0
631161006;8;4;35;6;45;8;34;8;8;6;14;7;8;5;22;9;14;9;(Hidden);(Hidden);Counter-attacks;Normal;13;(no tactic);4;0
631161007;5;4;6;8;7;9;5;8;5;5;6;4;7;5;8;8;9;7;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);3;2
631161008;5;5;7;5;7;4;6;4;5;8;6;7;5;6;7;5;7;7;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);5;2
631161009;5;15;6;27;8;61;8;27;6;21;7;26;6;21;9;30;9;22;(Hidden);(Hidden);Normal;Attack in the Middle;(no tactic);17;0;10
631161010;23;4;54;7;63;7;58;5;10;5;21;6;20;7;32;9;20;9;(Hidden);(Hidden);Attack on wings;Normal;20;(no tactic);8;0
631161011;6;7;5;36;4;47;4;34;9;8;8;14;7;8;6;22;7;14;(Hidden);(Hidden);Normal;Counter-attacks;(no tactic);13;0;5
631161012;5;4;8;6;9;6;8;6;5;6;4;6;5;6;8;7;7;7;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);2;2
631161013;9;20;34;47;44;47;32;46;10;27;17;34;9;28;23;31;15;22;(Hidden);(Hidden);Counter-attacks;Attack on wings;13;20;0;1
631161014;5;5;8;5;9;4;8;4;5;9;4;9;5;7;8;5;7;7;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);3;3
631161015;5;16;6;23;7;49;5;22;5;35;5;46;6;34;8;29;9;23;(Hidden);(Hidden);Normal;Attack in the Middle;(no tactic);16;0;6
631161016;4;5;6;6;6;8;6;8;5;6;6;7;5;5;7;9;7;9;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);3;0
631161017;5;4;6;8;9;9;8;8;5;5;6;4;5;5;9;8;9;7;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);5;0
631161018;32;7;21;30;46;39;22;28;36;10;48;16;37;9;29;20;23;14;(Hidden);(Hidden);Attack in the Middle;Counter-attacks;17;14;7;0
631161019;6;4;5;6;5;7;4;5;9;5;8;5;7;6;5;8;7;9;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);5;1
631161020;25;4;52;6;62;6;59;6;12;6;23;7;21;6;32;7;21;7;(Hidden);(Hidden);Attack on wings;Normal;19;(no tactic);7;0
631161021;6;22;5;60;4;68;4;65;10;11;9;22;8;20;5;32;7;20;(Hidden);(Hidden);Normal;Attack on wings;(no tactic);20;0;7
631161022;5;5;6;7;7;9;6;8;4;6;5;6;6;5;8;9;9;9;(Hidden);(Hidden);Normal;Normal;(no tactic);(no tactic);1;5
